D08100100004-00021, LArASIC version P5B Production Part 1, 002-04868, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:20,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:20,  "B002T0002"
D08100100004-00022, LArASIC version P5B Production Part 1, 002-04873, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:21,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:21,  "B002T0002"
D08100100004-00023, LArASIC version P5B Production Part 1, 002-04874, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:22,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "12:22,  "B002T0002"
D08100100004-00024, LArASIC version P5B Production Part 1, 002-04875, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:38,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:38,  "B002T0002"
D08100100004-00025, LArASIC version P5B Production Part 1, 002-04876, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:39,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:39,  "B002T0002"
D08100100004-00026, LArASIC version P5B Production Part 1, 002-04881, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:40,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:40,  "B002T0002"
D08100100004-00027, LArASIC version P5B Production Part 1, 002-04882, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:41,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:41,  "B002T0002"
D08100100004-00028, LArASIC version P5B Production Part 1, 002-04883, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:42,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:42,  "B002T0002"
D08100100004-00029, LArASIC version P5B Production Part 1, 002-04853, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:43,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:43,  "B002T0002"
D08100100004-00030, LArASIC version P5B Production Part 1, 002-04854, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:44,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:44,  "B002T0002"
D08100100004-00031, LArASIC version P5B Production Part 1, 002-04855, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:45,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "14:45,  "B002T0002"
D08100100004-00032, LArASIC version P5B Production Part 1, 002-04856, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:51,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:51,  "B002T0002"
D08100100004-00033, LArASIC version P5B Production Part 1, 002-05957, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:52,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:52,  "B002T0002"
D08100100004-00034, LArASIC version P5B Production Part 1, 002-04862, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:53,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:53,  "B002T0002"
D08100100004-00035, LArASIC version P5B Production Part 1, 002-04863, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:53,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:53,  "B002T0002"
D08100100004-00036, LArASIC version P5B Production Part 1, 002-04870, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:55,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:55,  "B002T0002"
D08100100004-00037, LArASIC version P5B Production Part 1, 002-04871, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:56,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:56,  "B002T0002"
D08100100004-00038, LArASIC version P5B Production Part 1, 002-04877, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:57,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "16:57,  "B002T0002"
D08100100004-00039, LArASIC version P5B Production Part 1, 002-04869, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "17:08,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/19",  "BNL",  "PASS",  "17:08,  "B002T0002"
D08100100004-00040, LArASIC version P5B Production Part 1, 002-04840, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:06,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:06,  "B002T0002"
D08100100004-00041, LArASIC version P5B Production Part 1, 002-04845, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:07,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:07,  "B002T0002"
D08100100004-00042, LArASIC version P5B Production Part 1, 002-04846, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:08,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:08,  "B002T0002"
D08100100004-00043, LArASIC version P5B Production Part 1, 002-04847, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:09,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:09,  "B002T0002"
D08100100004-00044, LArASIC version P5B Production Part 1, 002-04859, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:10,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:10,  "B002T0002"
D08100100004-00045, LArASIC version P5B Production Part 1, 002-04865, Brookhaven National Laboratory, "CryoT QC Test",  "LN",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:12,  "B002T0002", "RoomT QC Test",  "RT",  "Shanshan",  "2025/08/20",  "BNL",  "PASS",  "15:12,  "B002T0002"
